smiles,IC50_nM,pIC50,Fingerprint
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3ccc(-c4cn[nH]c4)cc3[nH]2)n1,37.5,7.425968732272281,[0 1 0 ... 0 0 0]
O=C(NCCO)C1=Cc2c(ncnc2Nc2ccc(Oc3cccc4sccc34)c(Cl)c2)NCC1,10000.0,5.0,[0 0 0 ... 0 0 0]
Cc1cn(C)c2cc(NC(=O)c3ccc(C(C)(C)O)cc3)ncc12,19.0,7.721246399047171,[0 0 0 ... 0 0 0]
CC(C)c1cc(NC(=O)Nc2cccc(-c3nncn3C(C)C)n2)[nH]n1,393.0,6.405607449624574,[0 1 0 ... 0 0 0]
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2cncc3ccccc23)n1,10000.0,5.0,[0 1 0 ... 0 0 0]
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2cnc3ccccc3n2)n1,58.0,7.236572006437063,[0 1 0 ... 0 0 0]
Cc1ncn(-c2ccc3c(c2)C(=O)Nc2cccc(n2)-c2nncn2CCCCO3)c1C,100.0,7.0,[0 0 0 ... 0 0 0]
CN1CCN(C(=O)C(C)(C)c2ccc(C(=O)Nc3cn4cc(-c5ccncc5)ccc4n3)cc2)CC1,10000.0,5.0,[0 0 0 ... 0 0 0]
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3c(cc2F)CCC(=O)N3)n1,19.0,7.721246399047171,[0 1 0 ... 0 0 0]
C[C@H](n1cnnc1-c1nc(NC(=O)c2cc(-n3cnc(C4CC4)c3)c(N(C)C)cn2)cs1)C(F)(F)F,1.88,8.72584215073632,[0 1 0 ... 0 0 0]
C[C@H](n1cnnc1-c1nc(NC(=O)c2cc(-n3cnc(C4CC4)c3)c(N3CC(C)(O)C3)cn2)cs1)C(F)(F)F,1.69,8.772113295386326,[0 1 0 ... 0 0 0]
CN1CCN(c2cnc(C(=O)Nc3csc(-c4nncn4C4CC4)n3)cc2-n2cnc(C3CC3)c2)CC1,3.1,8.508638306165727,[0 0 0 ... 1 0 0]
CN1N=C(C(F)(F)F)C2C=C(C(=O)Nc3cccc(-c4nncn4C4CC4)c3)C(=O)NC21,2700.0,5.568636235841012,[0 0 0 ... 1 0 0]
CC(C)(O)c1ccc(C(=O)Nc2cc3c(cn2)c(Br)cn3CC2CC2)cc1,3.0,8.522878745280337,[0 0 0 ... 0 1 0]
CCn1cc(C)c2cnc(NC(=O)c3ccc(C(C)(C)O)cc3)cc21,20.0,7.698970004336019,[0 0 0 ... 0 0 0]
CCOC(C)n1cc(-c2ccc3cc(C(=O)Nc4cccc(-c5nncn5C(C)C)n4)[nH]c3c2)cn1,91.1,7.040481623027002,[0 1 0 ... 0 0 0]
COc1cc2nccc(Oc3ccc(NC(=O)c4cn(C(C)C)c5ccccc5c4=O)cc3)c2cc1OC,9.0,8.045757490560675,[0 1 0 ... 0 0 0]
O=C1Nc2cccc(n2)-c2nncn2CCCOc2ccccc21,161.0,6.79317412396815,[0 0 0 ... 0 0 0]
O=C1Nc2cccc(n2)-c2nncn2CCCCOc2ccccc21,11.0,7.958607314841775,[0 0 0 ... 0 0 0]
O=C1Nc2cccc(n2)-c2nncn2CCCCOc2ccc(F)cc21,17.0,7.769551078621726,[0 0 0 ... 0 0 0]
O=C1Nc2cccc(n2)-c2nncn2CCCCOc2ccc(N3CC4(COC4)C3)cc21,28.0,7.552841968657781,[0 0 0 ... 0 0 0]
Cn1cc(-c2ccc3c(c2)C(=O)Nc2cccc(n2)-c2nncn2CCCCO3)cn1,25.0,7.6020599913279625,[0 0 0 ... 0 0 0]
CC(C)(C(=O)O)c1ccc(C(=O)Nc2cn3cc(-c4ccsc4)ccc3n2)cc1,19.0,7.721246399047171,[0 0 0 ... 0 0 0]
CC(C)n1cnnc1-c1ccc2[nH]nc(-c3cccc(-n4cnc(C5CC5)n4)c3)c2c1,37.0,7.431798275933005,[0 1 0 ... 0 0 0]
c1cc(-c2n[nH]c3ccc(-c4nncn4C4CCCC4)cc23)cc(-n2cnc(C3CC3)c2)c1,54.1,7.266802734893431,[0 0 0 ... 1 0 0]
COc1cc(-c2n[nH]c3ccc(-c4nncn4C(C)C)cc23)cc(-n2cnc(C3CC3)c2)c1,48.6,7.313363730737707,[0 1 0 ... 0 0 0]
CC(C)n1cnnc1-c1ccc2[nH]nc(-c3cccc(-n4cnc(C5CC5)n4)c3)c2c1,8877.0,5.051733780119704,[0 1 0 ... 0 0 0]
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3c(cc2F)C(C)(C)CC(=O)N3C)n1,63.0,7.200659450546418,[0 1 0 ... 0 0 0]
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3c(cc2F)CCCC(=O)N3)n1,86.0,7.0655015487564325,[0 1 0 ... 0 0 0]
O=C(Nc1csc(-c2nncn2C2CC2)n1)c1cc(-n2cnc(C3CC3)c2)c(N2CCOCC2)cn1,1.44,8.84163750790475,[0 0 0 ... 1 0 0]
O=C(Nc1csc(-c2nncn2C2CC2)n1)c1cc(-n2cnc(C3CC3)c2)c(N2CCC(O)C2)cn1,3.0,8.522878745280337,[0 0 0 ... 1 0 0]
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2ncnc3ccccc23)n1,71.0,7.1487416512809245,[0 1 0 ... 0 0 0]
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2ncc3ccccc3n2)n1,65.7,7.182434630440219,[0 1 0 ... 0 0 0]
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2ccn[nH]2)n1,66.7,7.175874166083451,[0 1 0 ... 0 0 0]
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2cnc3ccccn23)n1,10000.0,5.0,[0 1 0 ... 0 0 0]
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2ccc(-c3cnn(C)c3)cn2)n1,64.2,7.192464971931146,[0 1 0 ... 0 0 0]
CCn1cc(C)c2cnc(NC(=O)c3ccc([C@@](C)(O)CO)cc3)cc21,17.0,7.769551078621726,[0 0 0 ... 0 0 0]
Cn1c(Cl)c(Cl)c2cnc(NC(=O)c3ccc(C(C)(C)O)cc3)cc21,146.0,6.835647144215563,[0 0 0 ... 0 0 0]
COc1ccccc1C(=O)Nc1cccc(-c2nncn2C)n1,3735.0,5.427709393848582,[0 0 0 ... 0 0 0]
COc1ccc(C(N)=O)cc1C(=O)Nc1cccc(-c2nncn2C(C)C)n1,1.0,9.0,[0 1 0 ... 0 0 0]
CCn1cnc(NC(=O)c2ccoc2)c1,500000.0,3.3010299956639813,[0 0 0 ... 0 0 0]
O=C(O)CC(C(=O)O)N1C(=O)/C(=C/c2ccc(-c3ccc(Br)cc3)o2)SC1=S,2800.0,5.552841968657781,[0 1 0 ... 0 0 0]
Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3[C@@H](C)C(F)(F)F)n2)cc1-n1cnc(C2CC2)c1,4.3,8.366531544420413,[0 1 0 ... 0 0 0]
[O-][n+]1ccc2c(-c3ccc(F)cc3Cl)ccnc2c1-c1c(Cl)cccc1Cl,10000.0,5.0,[0 0 0 ... 0 0 0]
CCCCCOc1ccc(C2C(C(=O)c3ccc4c(c3)OCCO4)=C(O)C(=O)N2c2nc3ccc(C)cc3s2)cc1,5200.0,5.2839966563652006,[0 0 0 ... 0 0 0]
CCOc1ccc2nc(N3C(=O)C(O)=C(C(=O)c4ccc(C)cc4)C3c3ccc(C(C)(C)C)cc3)sc2c1,2000.0,5.698970004336019,[0 0 0 ... 0 0 0]
CC(C)(C)c1ccc(C(=O)Nc2cn3c(ccc4ccccc43)n2)cc1,15.0,7.823908740944319,[0 0 0 ... 0 0 0]
CC(C)n1cnnc1-c1cccc(NC(=O)C2CN(c3ccccc3)CCO2)n1,130.0,6.886056647693163,[0 1 0 ... 0 0 0]
Cc1ncn(-c2ccc3c(c2)C(=O)Nc2cccc(n2)-c2nncn2CCCCO3)c1C,100.0,7.0,[0 0 0 ... 0 0 0]
CN(C)CCN1CCN(C(=O)c2cc(C(C)(C)C)sc2NC(=O)Nc2cccc(Cl)c2Cl)CCC1=O,30000.0,4.522878745280337,[0 0 0 ... 0 0 0]
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2cccc(-c3cnn(C)c3)c2)n1,2120.0,5.673664139071249,[0 1 0 ... 0 0 0]
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2cc3ccccn3n2)n1,85.3,7.069050968832477,[0 1 0 ... 0 0 0]
CCCCOc1ccc(C2C(C(=O)c3ccc4c(c3)OCCO4)=C(O)C(=O)N2c2nc3ccc(Cl)cc3s2)cc1,5200.0,5.2839966563652006,[0 0 0 ... 0 0 0]
c1cc(-c2n[nH]c3ccc(-c4nncn4C4CCC4)cc23)cc(-n2cnc(C3CC3)c2)c1,7276.0,5.138107309608554,[0 0 0 ... 1 0 0]
O=C(Nc1cccc(-c2n[nH]c3ccc(-c4nnc[nH]4)cc23)c1)c1ccc(C(F)(F)F)cc1,532.0,6.274088367704952,[0 0 0 ... 0 0 0]
CC(C)n1cnnc1-c1ccc2[nH]nc(-c3cccc(-n4cnc(C5CC5)c4)c3)c2c1,62.2,7.206209615309181,[0 1 0 ... 0 0 0]
CCOC(C)n1cc(-c2cccc(-c3n[nH]c4ccc(-c5nncn5C(C)C)cc34)c2)cn1,4462.0,5.3504704340521805,[0 1 0 ... 0 0 0]
COCCOc1ccc2c(c1)C(=O)N(c1cccc(-c3nncn3[C@H](C)CO)n1)C2,7.943,8.100015437450608,[0 1 0 ... 0 0 0]
CC(CF)n1cnnc1-c1cccc(N2Cc3ccccc3C2=O)n1,12.59,7.899974269892137,[0 1 0 ... 0 0 0]
CC(C)n1cnnc1-c1cccc(NC(=O)C2CCCCO2)n1,270.0,6.568636235841012,[0 1 0 ... 0 0 0]
COCn1cc(-c2cccc(-c3n[nH]c4ccc(-c5nncn5C(C)C)cc34)c2)cn1,26.9,7.570247719997592,[0 1 0 ... 0 0 0]
CC(C)n1cnnc1-c1ccc2[nH]nc(-c3cccc(-c4cnn(C)c4)c3)c2c1,63.6,7.196542884351587,[0 1 0 ... 0 0 0]
CC(C)n1cnnc1-c1ccc2[nH]nc(-c3cc(N4CCOCC4)cc(-n4cnc(C5CC5)c4)c3)c2c1,75.1,7.124360062995832,[0 1 0 ... 0 0 0]
CC(C)n1cnnc1-c1ccc2[nH]nc(-c3ccc(N4CCOCC4)c(-n4cnc(C5CC5)c4)c3)c2c1,11633.0,4.934308271906729,[0 1 0 ... 0 0 0]
Cc1cc(F)c(C(=O)Nc2ccccn2)cc1-n1cnc(C2CC2)c1,6000.0,5.221848749616356,[0 0 0 ... 0 0 0]
Cc1cn(-c2ccc3c(c2)C(=O)Nc2cccc(n2)-c2nncn2CCCCO3)cn1,4.0,8.397940008672037,[0 0 0 ... 0 0 0]
CCn1cc(Cl)c2cnc(NC(=O)c3ccc([C@@](C)(O)CO)c(C)c3)cc21,41.0,7.3872161432802645,[0 0 0 ... 0 0 0]
Cn1cc(-c2ccc3c(c2)C(=O)Nc2cccc(n2)-c2nncn2CCCCO3)cn1,5.0,8.301029995663981,[0 0 0 ... 0 0 0]
CC(C)n1cnnc1-c1cccc(NC(=O)c2ccccc2F)n1,8164.0,5.088097003955967,[0 1 0 ... 0 0 0]
O=C1Nc2cccc(n2)-c2nncn2CCCCOc2ccccc21,1210.0,5.917214629683549,[0 0 0 ... 0 0 0]
COc1cc2nccc(Oc3ccc(NC(=O)c4cn(C(C)C)c5ccccc5c4=O)cc3)c2cc1OC,277.0,6.557520230935552,[0 1 0 ... 0 0 0]
C[C@H]1CCCOc2ccccc2C(=O)Nc2cccc(n2)-c2nncn21,73.0,7.136677139879544,[0 0 0 ... 0 0 0]
CC(C)(C)c1ccc(C(=O)Nc2cn3cc(-c4cccnc4)ccc3n2)cc1,21.0,7.6777807052660805,[0 0 0 ... 0 0 0]
Cc1ccc2nc(NC(=O)c3ccc(C(C)(C)C)cc3)cn2c1,22.0,7.657577319177793,[0 0 0 ... 0 0 0]
CNC(=O)c1ccc(OC)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)c1,2.4,8.619788758288394,[0 1 0 ... 0 0 0]
CC(C)n1cnnc1-c1cccc(NC(=O)c2cccc(C(N)=O)c2)n1,580.0,6.236572006437063,[0 1 0 ... 0 0 0]
Cn1c(Cl)c(Cl)c2cnc(NC(=O)c3ccc([C@@](C)(O)CO)cc3)cc21,122.0,6.913640169325252,[0 0 0 ... 0 0 0]
C[C@H](n1cnnc1-c1nc(NC(=O)c2cc(-n3cnc(C4CC4)c3)c(N3CCC3)cn2)cs1)C(F)(F)F,1.7,8.769551078621726,[0 1 0 ... 0 0 0]
CC(C)n1cnnc1-c1cccc(N2Cc3ccccc3C2=O)n1,12.59,7.899974269892137,[0 1 0 ... 0 0 0]
COc1nn(-c2cccnn2)cc1C(=O)Nc1cccc(-c2nncn2[C@@H](C)C(F)(F)F)n1,50.0,7.301029995663981,[0 1 0 ... 0 0 0]
CCn1cc(C)c2cnc(NC(=O)c3ccc(C(C)(C)O)cc3)cc21,7.0,8.154901959985743,[0 0 0 ... 0 0 0]
CC(=O)c1c(O)nc2cccc3c2c1-c1ccccc1C3=O,15000.0,4.823908740944319,[0 1 0 ... 0 0 0]
Cn1c(=O)c(NCCO)c2c3c(cccc31)C(=O)c1ccccc1-2,25000.0,4.6020599913279625,[0 1 0 ... 0 0 0]
COc1nn(C)cc1C(=O)Nc1cccc(-c2cncn2C(C)C)n1,93.0,7.031517051446065,[0 1 0 ... 0 0 0]
COc1nn(-c2cccnc2)cc1C(=O)Nc1cccc(-c2nncn2C(C)C)n1,5.3,8.275724130399212,[0 1 0 ... 0 0 0]
COCCn1cc(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)c(OC)n1,35.0,7.455931955649724,[0 1 0 ... 0 0 0]
Fc1ccc(Nc2ncc3ccccc3n2)cc1,10000.0,5.0,[0 0 0 ... 0 0 0]
Cn1cc(-c2ccc3nc(Nc4ccccc4)ncc3c2)cn1,10000.0,5.0,[0 0 0 ... 0 0 0]
CC(C)n1cnnc1-c1cccc(NC(=O)c2nc3ccccc3s2)n1,506.0,6.2958494831602,[0 1 0 ... 0 0 0]
CCOc1ccc2nc(N3C(=O)C(O)=C(C(=O)c4cccs4)C3c3ccc(C)cc3)sc2c1,4400.0,5.356547323513812,[0 0 0 ... 0 0 0]
COc1ccc2nc(N3C(=O)C(O)=C(C(=O)c4ccco4)C3c3ccc(Cl)cc3)sc2c1,4200.0,5.376750709602099,[0 0 0 ... 0 0 0]
COc1cc2nncc(Oc3ccc(NC(=O)c4cn(C(C)C)c5ccccc5c4=O)cc3)c2cc1OC,6.0,8.221848749616356,[0 1 0 ... 0 0 0]
CC(C)n1cnnc1-c1ccc2[nH]nc(-c3cccc(NC(=O)c4ccc(C(F)(F)F)cc4)c3)c2c1,197.0,6.7055337738384075,[0 1 0 ... 0 0 0]
CC(C)n1cnnc1-c1ccc2[nH]nc(-c3cccc(-c4cnn(C5CCOCC5)c4)c3)c2c1,50.1,7.300162274132754,[0 1 0 ... 0 0 0]
CC(C)n1cnnc1-c1ccc2[nH]nc(-c3cccc(-c4cccnc4)c3)c2c1,283.0,6.548213564475709,[0 1 0 ... 0 0 0]
COCn1cc(-c2cccc(-c3n[nH]c4ccc(-c5nncn5C(C)C)cc34)c2)cn1,9808.0,5.00841954282566,[0 1 0 ... 0 0 0]
c1cc(-c2n[nH]c3ccc(-c4nncn4C4CCCC4)cc23)cc(-n2cnc(C3CC3)c2)c1,5502.0,5.259479413946336,[0 0 0 ... 1 0 0]
COc1nn(-c2cnccn2)cc1C(=O)Nc1cccc(-c2nncn2[C@@H](C)C(F)(F)F)n1,3.0,8.522878745280337,[0 1 0 ... 0 0 0]
COc1nn(C)cc1C(=O)Nc1cccc(-c2nncn2[C@@H]2CCOC2)n1,129.0,6.889410289700751,[0 0 0 ... 1 0 0]
C[C@@H]1CCOc2cc(F)c(-c3cnn(CCN(C)C)c3)cc2C(=O)Nc2cccc(n2)-c2nncn2C1,8.0,8.096910013008056,[0 0 0 ... 0 0 0]
C[C@@H]1CCOc2cc(F)c(-c3cnn(CCN(C)C)c3)cc2C(=O)Nc2cccc(n2)-c2nncn2C1,37.0,7.431798275933005,[0 0 0 ... 0 0 0]
COc1nn(CC2CC2)cc1C(=O)Nc1cccc(-c2nncn2[C@@H](C)C(F)(F)F)n1,2.0,8.698970004336019,[0 1 0 ... 0 0 0]
COc1nn(C)cc1C(=O)Nc1cccc(-c2nncn2[C@H]2CCOC2)n1,144.0,6.84163750790475,[0 0 0 ... 1 0 0]
COc1nn(C)cc1C(=O)Nc1cccc(-c2nncn2[C@H](C)C(F)(F)F)n1,94.0,7.026872146400302,[0 1 0 ... 0 0 0]
CC(C)n1cnnc1-c1cccc(NC(=O)c2ccccc2F)n1,76.0,7.119186407719209,[0 1 0 ... 0 0 0]
C[C@@H]1CCOc2ccccc2C(=O)Nc2cccc(n2)-c2nncn2C1,14.0,7.853871964321762,[0 0 0 ... 0 0 0]
CS(=O)(=O)c1ccc2c(c1)C(=O)Nc1cccc(n1)-c1nncn1CCCCO2,8.0,8.096910013008056,[0 0 0 ... 0 0 0]
COc1cc2nncc(Oc3ccc(NC(=O)c4cn(C(C)C)c5ccccc5c4=O)cc3)c2cc1OC,869.0,6.060980223551334,[0 1 0 ... 0 0 0]
C[C@H]1CCCn2cnnc2-c2cccc(n2)NC(=O)c2ccccc2O1,969.0,6.013676222949234,[0 0 0 ... 0 0 0]
COc1cc(C)c(C(N)=O)cc1C(=O)Nc1cccc(-c2nncn2C(C)C)n1,0.42,9.3767507096021,[0 1 0 ... 0 0 0]
COc1cc(C)c(S(C)(=O)=O)cc1C(=O)Nc1cccc(-c2nncn2C(C)C)n1,4.0,8.397940008672037,[0 1 0 ... 0 0 0]
CC(CCO)n1cnnc1-c1cccc(N2Cc3ccccc3C2=O)n1,39.81,7.400007822415902,[0 1 0 ... 0 0 0]
COc1nn(CC(F)(F)F)cc1C(=O)Nc1cccc(-c2nncn2[C@@H](C)C(F)(F)F)n1,3.0,8.522878745280337,[0 1 0 ... 0 0 0]
C[C@H](n1cnnc1-c1cccc(NC(=O)c2cccc3nccnc23)n1)C(F)(F)F,3.0,8.522878745280337,[0 1 0 ... 0 0 0]
COc1nn(C)cc1C(=O)Nc1cccc(-c2nncn2C(C)C)n1,6.0,8.221848749616356,[0 1 0 ... 0 0 0]
COc1nn(C)cc1C(=O)Nc1cccc(-c2nncn2[C@H](C)C(F)F)n1,37.0,7.431798275933005,[0 1 0 ... 0 0 0]
Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1,217.0,6.66354026615147,[0 1 0 ... 0 0 0]
Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1,540.0,6.267606240177031,[0 1 0 ... 0 0 0]
Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1,1313.0,5.881735273910521,[0 1 0 ... 0 0 0]
Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1,53.0,7.275724130399211,[0 1 0 ... 0 0 0]
Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1,1159.0,5.935916564036404,[0 1 0 ... 0 0 0]
Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1,5.0,8.301029995663981,[0 1 0 ... 0 0 0]
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3c(cc2F)CCCC(=O)N3C)n1,161.0,6.79317412396815,[0 1 0 ... 0 0 0]
COC(=O)c1ccc(/C=C2\SC(=S)N(c3ccc(O)c(C(=O)O)c3)C2=O)cc1,33000.0,4.481486060122113,[0 0 0 ... 0 0 0]
O=C1/C(=C/c2ccc(-c3ccc(Br)cc3)o2)SC(=S)N1c1cccc(O)c1,2000.0,5.698970004336019,[0 0 0 ... 0 0 0]
COc1cc2nncc(Oc3ccc(NC(=O)c4cn(C(C)C)c5ccccc5c4=O)cc3)c2cc1OC,18.0,7.7447274948966935,[0 1 0 ... 0 0 0]
O=C1Nc2cccc(n2)-c2nncn2CCCCOc2cc(F)ccc21,8.0,8.096910013008056,[0 0 0 ... 0 0 0]
C[C@H]1CCCOc2cc(F)ccc2C(=O)Nc2cccc(n2)-c2nncn21,43.0,7.366531544420414,[0 0 0 ... 0 0 0]
CN(C)CCn1cc(-c2ccc3c(c2)C(=O)Nc2cccc(n2)-c2nncn2CCCCO3)cn1,148.0,6.8297382846050425,[0 0 0 ... 0 0 0]
C[C@](O)(CO)c1ccc(C(=O)Nc2cc3c(ccn3C3CC3)cn2)cc1,69.0,7.161150909262744,[0 0 0 ... 0 0 0]
Cn1cc(Cl)c2cnc(NC(=O)c3ccc(C(C)(C)O)cc3)cc21,11.0,7.958607314841775,[0 0 0 ... 0 0 0]
Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1,4113.0,5.385841290490825,[0 1 0 ... 0 0 0]
Cn1cc(-c2ccc3nc(Nc4cccc(N(C(=O)C(C)(C)C)c5ccccc5)c4)ncc3c2)cn1,10000.0,5.0,[0 0 0 ... 0 1 0]
CCc1cc(NC(=O)Nc2cccc(-c3nncn3C(C)C)n2)[nH]n1,152.7,6.816160962943579,[0 1 0 ... 0 0 0]
CC(C)(CO)c1ccc(C(=O)Nc2cn3cc(-n4ccnc4)ccc3n2)cc1,32.0,7.494850021680094,[0 0 0 ... 0 0 0]
CCn1cc(C)c2cnc(NC(=O)c3ccc([C@@](C)(O)CO)cc3)cc21,14.0,7.853871964321762,[0 0 0 ... 0 0 0]
C[C@](O)(CO)c1ccc(C(=O)Nc2cc3c(cn2)c(Cl)cn3C2CC2)cc1,4.0,8.397940008672037,[0 0 0 ... 0 0 0]
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2cnn(C)c2)n1,1859.0,5.730720610228102,[0 1 0 ... 0 0 0]
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2ncc3[nH]cnc3n2)n1,32.6,7.486782399932061,[0 1 0 ... 0 0 0]
COc1ncc(F)cc1C(=O)Nc1cccc(-c2nncn2[C@@H](C)C(F)(F)F)n1,7.0,8.154901959985743,[0 1 0 ... 0 0 0]
CC(C)(C)C(=O)N(c1ccccc1)c1cccc(Nc2ncc3cc(-c4cn[nH]c4)ccc3n2)c1,10000.0,5.0,[0 0 0 ... 0 1 0]
CCNc1c2c3c(cccc3n(C)c1=O)C(=O)c1ccccc1-2,10000.0,5.0,[0 1 0 ... 0 0 0]
Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1,2336.0,5.631527161559639,[0 1 0 ... 0 0 0]
Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1,57.0,7.2441251443275085,[0 1 0 ... 0 0 0]
Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1,175.0,6.756961951313706,[0 1 0 ... 0 0 0]
Cc1cc(NC(=O)Nc2cccc(-c3nncn3C(C)C)n2)n(C)n1,4143.0,5.382685066701706,[0 1 0 ... 0 0 0]
C[C@H](CO)n1cnnc1-c1cccc(NC(=O)Nc2ncc3ccccc3n2)n1,81.0,7.0915149811213505,[0 1 0 ... 0 0 0]
C[C@H](n1cnnc1-c1nc(NC(=O)c2cc(-n3cnc(C4CC4)c3)c(N3CCC(O)C3)cn2)cs1)C(F)(F)F,2.2,8.657577319177793,[0 1 0 ... 0 0 0]
COc1nn(C)cc1C(=O)Nc1cccc(-c2nncn2C2CC(F)(F)C2)n1,20.0,7.698970004336019,[0 0 0 ... 1 0 0]
COc1nn(-c2cccnn2)cc1C(=O)Nc1cccc(-c2nncn2[C@@H](C)C(F)(F)F)n1,3.0,8.522878745280337,[0 1 0 ... 0 0 0]
C[C@H](n1cnnc1-c1cccc(NC(=O)c2cccc3nccnc23)n1)C(F)(F)F,50.0,7.301029995663981,[0 1 0 ... 0 0 0]
COc1ncncc1C(=O)Nc1cccc(-c2nncn2[C@@H](C)C(F)(F)F)n1,302.0,6.51999305704285,[0 1 0 ... 0 0 0]
CC(C)n1cnnc1-c1cccc(NC(=O)OCc2ccccc2)n1,1523.0,5.817300096663958,[0 1 0 ... 0 0 0]
O=C1/C(=C/c2ccc(-c3ccc(Cl)c(Cl)c3)o2)SC(=S)N1c1ccc(F)cc1,33000.0,4.481486060122113,[0 0 0 ... 0 0 0]
CC(C(=O)O)N1C(=O)/C(=C/c2ccc(-c3ccc(Cl)c(Cl)c3)o2)SC1=S,650.0,6.187086643357144,[0 1 0 ... 0 0 0]
Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1,1279.0,5.893129455521346,[0 1 0 ... 0 0 0]
Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1,33.0,7.481486060122112,[0 1 0 ... 0 0 0]
Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1,65.0,7.187086643357144,[0 1 0 ... 0 0 0]
Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1,2889.0,5.5392524581558025,[0 1 0 ... 0 0 0]
Cn1cc(/C=C2\C(=O)Nc3ccccc32)c2ccccc21,82700.0,4.082494490447453,[0 0 0 ... 0 0 0]
Cn1cc(Br)c2cnc(NC(=O)c3ccc([C@@](C)(O)CO)cc3)cc21,7.0,8.154901959985743,[0 0 0 ... 0 1 0]
Cn1c(=O)c(C(=O)c2ccccc2)c2c3c(cccc31)C(=O)c1ccccc1-2,35000.0,4.455931955649724,[0 1 0 ... 0 0 0]
Cc1ccc2nc(NC(=O)c3ccc(C(C)(C)C)cc3)sc2c1,260.0,6.585026652029182,[0 0 0 ... 0 0 0]
Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1,73.0,7.136677139879544,[0 1 0 ... 0 0 0]
Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1,30.0,7.522878745280337,[0 1 0 ... 0 0 0]
CC(=O)c1c2c3c(ccc(C)c3[nH]c1=O)C(=O)c1ccccc1-2,35000.0,4.455931955649724,[0 1 0 ... 0 0 0]
CC(C)Oc1ccc2c(c1)C(=O)N(c1cccc(-c3nncn3[C@H](C)CO)n1)C2,5.012,8.299988937677888,[0 1 0 ... 0 0 0]
COc1ccc(C(=O)C2=C(O)C(=O)N(c3nc4ccc(F)cc4s3)C2c2cccc(F)c2)cc1,17000.0,4.769551078621726,[0 0 0 ... 0 0 0]
NCCNS(=O)(=O)c1ccc(-c2c[nH]c3ncccc23)s1,50.0,7.301029995663981,[0 0 0 ... 0 0 0]
CC(C)(C)c1ccc(C(=O)Nc2cn3cc(-c4cn[nH]c4)ccc3n2)cc1,6.3,8.200659450546418,[0 0 0 ... 0 0 0]
CC(C)CCOc1cccc(C2C(C(=O)c3ccc4c(c3)CC(C)O4)=C(O)C(=O)N2c2nc3ccc(F)cc3s2)c1,520.0,6.2839966563652006,[0 1 0 ... 0 0 0]
